hotel_id,hotel_name,city,province,area,latitude,longitude,hotel_type,price_range,rating,review_count,amenities,nearby_attractions,tags,description,other_details
H0133,Gorkha Lodge - 133,Gorkha,4,Central Gorkha,27.986088,84.660836,Budget Hotel,6400-7300 NPR,4.9,3791,Hiking Tours; Mountain View; Airport Shuttle; Guide Services,Bhimsen Temple,temple; hindu; adventure; wildlife; spiritual,"Gorkha Lodge - 133 is a budget hotel in Central Gorkha, Gorkha. Features include Hiking Tours, Mountain View, Airport Shuttle, Guide Services. Close to Bhimsen Temple.","{""best_time"": ""Oct-Mar"", ""booking_note"": ""Contact hotel for seasonal packages."", ""recommended_for"": [""temple"", ""hindu"", ""adventure""], ""discounts"": ""Seasonal discount available during off-peak months."", ""offers"": ""Winter offers the best value deals."", ""additional_booking_info"": ""Complimentary local sightseeing package on request.""}"
H0134,Gorkha Hotel,Gorkha,4,Central Gorkha,28.021445,84.605438,Cottage,4700-11800 NPR,4.3,3436,Breakfast Included; Pet Friendly; Conference Hall; Airport Shuttle; Swimming Pool; Free Parking; Lake View,Gorakhnath Temple ,peaceful; history; hills; family-friendly; temple; hindu; offbeat; hiking,"Gorkha Hotel is a cottage in Central Gorkha, Gorkha. Features include Breakfast Included, Pet Friendly, Conference Hall, Airport Shuttle. Close to Gorakhnath Temple .","{""best_time"": ""Oct-Mar"", ""booking_note"": ""Contact hotel for seasonal packages."", ""recommended_for"": [""peaceful"", ""history"", ""hills""], ""discounts"": ""10% off on early bird bookings."", ""offers"": ""Winter offers the best value deals."", ""additional_booking_info"": ""Flexible cancellation up to 24 hours before check-in.""}"
H0135,Sunsari Lodge,Sunsari,1,Baraha Kshetra,27.717774,85.276357,Boutique Hotel,2900-7100 NPR,4.3,4259,Room Service; Wake-up Service; Free Parking; Hiking Tours; Pet Friendly; Family Rooms; Tour Desk,Baraha Kshetra,culture; fishing; enjoy religious folk music; adventure; boat ride at Koshi confluence; hiking; Attend Makar Sankranti fair; riverside picnic,"Sunsari Lodge is a boutique hotel in Baraha Kshetra, Sunsari. Features include Room Service, Wake-up Service, Free Parking, Hiking Tours. Close to Baraha Kshetra.","{""best_time"": ""Oct–Apr"", ""booking_note"": ""Contact hotel for seasonal packages."", ""recommended_for"": [""culture"", ""fishing"", ""enjoy religious folk music""], ""discounts"": ""20% discount for direct website bookings."", ""offers"": ""Winter offers the best value deals."", ""additional_booking_info"": ""Airport pickup can be arranged on request.""}"
H0136,Parbat Grand Hotel,Parbat,4,Jaimineshwor Shiva Temple,27.725233,85.275151,Budget Hotel,3700-9300 NPR,4.0,1704,Bonfire; Pet Friendly; Wake-up Service; Swimming Pool; Hiking Tours; Bike Rental; Restaurant,Jaimineshwor Shiva Temple,wildlife; hindu; temple,"Parbat Grand Hotel is a budget hotel in Jaimineshwor Shiva Temple, Parbat. Features include Bonfire, Pet Friendly, Wake-up Service, Swimming Pool. Close to Jaimineshwor Shiva Temple.","{""best_time"": ""Oct-Mar"", ""booking_note"": ""Contact hotel for seasonal packages."", ""recommended_for"": [""wildlife"", ""hindu"", ""temple""], ""discounts"": ""Group discounts available for 5+ guests."", ""offers"": ""Best season to book: Spring and Autumn."", ""additional_booking_info"": ""Includes optional guided hiking tours.""}"
H0137,Morang Residency - 137,Morang,1,"kerabar,morang",27.676562,85.318003,Guesthouse,5000-8400 NPR,4.3,2721,Guide Services; Hiking Tours; Free Parking; Family Rooms; Restaurant; Bike Rental; Lake View,"kerabar,morang",Landmarks; heritage; Tour; Trekking; eco-friendly; romantic,"Morang Residency - 137 is a guesthouse in kerabar,morang, Morang. Features include Guide Services, Hiking Tours, Free Parking, Family Rooms. Close to kerabar,morang.","{""best_time"": ""Oct-Apr"", ""booking_note"": ""Contact hotel for seasonal packages."", ""recommended_for"": [""Landmarks"", ""heritage"", ""Tour""], ""discounts"": ""Book 2 nights and get the 3rd free!"", ""offers"": ""Advance booking recommended during festival seasons."", ""additional_booking_info"": ""Complimentary local sightseeing package on request.""}"
H0138,Hotel Barahi (Kathmandu),Kathmandu,3,Rani pokhari,27.729484,85.306347,Boutique Hotel,5500-7700 NPR,4.7,4408,Pet Friendly; Lake View; Bar; Hiking Tours,Rani pokhari,mountain-view; temple; pond,"Hotel Barahi (Kathmandu) is a boutique hotel in Rani pokhari, Kathmandu. Features include Pet Friendly, Lake View, Bar, Hiking Tours. Close to Rani pokhari.","{""best_time"": ""Oct-Apr"", ""booking_note"": ""Contact hotel for seasonal packages."", ""recommended_for"": [""mountain-view"", ""temple"", ""pond""], ""discounts"": ""Seasonal discount available during off-peak months."", ""offers"": ""Best to book at least 2 weeks in advance."", ""additional_booking_info"": ""Includes optional guided hiking tours.""}"
H0139,Dadeldhura Heritage Hotel,Dadeldhura,7,Patal bhuvaneshwor temple(cave),27.693318,85.293553,Boutique Hotel,3600-9900 NPR,4.8,1423,Tour Desk; Room Service; Airport Shuttle; Spa; Lake View,Patal bhuvaneshwor temple(cave),lakeside; hindu; temple; cave,"Dadeldhura Heritage Hotel is a boutique hotel in Patal bhuvaneshwor temple(cave), Dadeldhura. Features include Tour Desk, Room Service, Airport Shuttle, Spa. Close to Patal bhuvaneshwor temple(cave).","{""best_time"": ""Oct-Mar"", ""booking_note"": ""Contact hotel for seasonal packages."", ""recommended_for"": [""lakeside"", ""hindu"", ""temple""], ""discounts"": ""Complimentary breakfast for bookings over 3 nights."", ""offers"": ""Best to book at least 2 weeks in advance."", ""additional_booking_info"": ""Flexible cancellation up to 24 hours before check-in.""}"
H0140,Kaski Residency - 140,Kaski,4,Central Kaski,27.700649,85.295094,Budget Hotel,5500-12300 NPR,4.1,3996,Wake-up Service; Restaurant; Conference Hall; Tour Desk; Bonfire; Mountain View; Airport Shuttle,Boudha Mountain,trekking; climbing; trekking-base; mountain,"Kaski Residency - 140 is a budget hotel in Central Kaski, Kaski. Features include Wake-up Service, Restaurant, Conference Hall, Tour Desk. Close to Boudha Mountain.","{""best_time"": ""Sep-Nov,Mar-May"", ""booking_note"": ""Contact hotel for seasonal packages."", ""recommended_for"": [""trekking"", ""climbing"", ""trekking-base""], ""discounts"": ""Complimentary breakfast for bookings over 3 nights."", ""offers"": ""Best to book at least 2 weeks in advance."", ""additional_booking_info"": ""Airport pickup can be arranged on request.""}"
H0141,Jumla Grand Hotel,Jumla,6,Central Jumla,27.699077,85.281708,Luxury Hotel,5400-14200 NPR,4.5,3361,Guide Services; Hiking Tours; Bonfire; Restaurant; Airport Shuttle; Free WiFi,"Tatopani, Jumla ",wildlife; pond,"Jumla Grand Hotel is a luxury hotel in Central Jumla, Jumla. Features include Guide Services, Hiking Tours, Bonfire, Restaurant. Close to Tatopani, Jumla .","{""best_time"": ""All Year"", ""booking_note"": ""Contact hotel for seasonal packages."", ""recommended_for"": [""wildlife"", ""pond""], ""discounts"": ""Complimentary breakfast for bookings over 3 nights."", ""offers"": ""Ideal to book during weekdays for better rates."", ""additional_booking_info"": ""Children under 6 stay free with parents.""}"
H0142,Udayapur Hotel - 142,Udayapur,1,"Triyuga Baan, fattepur",27.716844,85.303939,Eco-Lodge,5300-14200 NPR,3.7,945,Conference Hall; Pet Friendly; Wake-up Service; Breakfast Included; Hiking Tours,"Triyuga Baan, fattepur",near-temple; river; eco-friendly; landmarks; hiking; luxury,"Udayapur Hotel - 142 is a eco-lodge in Triyuga Baan, fattepur, Udayapur. Features include Conference Hall, Pet Friendly, Wake-up Service, Breakfast Included. Close to Triyuga Baan, fattepur.","{""best_time"": ""Oct-Apr"", ""booking_note"": ""Contact hotel for seasonal packages."", ""recommended_for"": [""near-temple"", ""river"", ""eco-friendly""], ""discounts"": ""Book 2 nights and get the 3rd free!"", ""offers"": ""Winter offers the best value deals."", ""additional_booking_info"": ""Includes optional guided hiking tours.""}"
H0143,Mustang Hotel,Mustang,4,Braga Village,27.685769,85.321732,Boutique Hotel,4400-6800 NPR,4.7,1951,Room Service; Pet Friendly; Guide Services; Restaurant,Braga Village,trekking; hills; culture; near-temple; village; adventure; landmarks; mountains; hiking,"Mustang Hotel is a boutique hotel in Braga Village, Mustang. Features include Room Service, Pet Friendly, Guide Services, Restaurant. Close to Braga Village.","{""best_time"": ""Sep-Nov, Mar-May"", ""booking_note"": ""Contact hotel for seasonal packages."", ""recommended_for"": [""trekking"", ""hills"", ""culture""], ""discounts"": ""Seasonal discount available during off-peak months."", ""offers"": ""Winter offers the best value deals."", ""additional_booking_info"": ""Airport pickup can be arranged on request.""}"
H0144,Dhankuta Inn,Dhankuta,1,Central Dhankuta,27.680103,85.32874,Homestay,3200-8000 NPR,4.9,4224,Spa; Guide Services; Breakfast Included,"Hile, dhankuta",Landmarks; hills; Trekking; local-experience; adventure; hiking,"Dhankuta Inn is a homestay in Central Dhankuta, Dhankuta. Features include Spa, Guide Services, Breakfast Included. Close to Hile, dhankuta.","{""best_time"": ""Oct-Apr"", ""booking_note"": ""Contact hotel for seasonal packages."", ""recommended_for"": [""Landmarks"", ""hills"", ""Trekking""], ""discounts"": ""Book 2 nights and get the 3rd free!"", ""offers"": ""Best to book at least 2 weeks in advance."", ""additional_booking_info"": ""Children under 6 stay free with parents.""}"
H0145,Mustang Plaza,Mustang,4,Central Mustang,27.715688,85.310574,Eco-Lodge,2000-6900 NPR,4.4,3083,Airport Shuttle; Wake-up Service; Family Rooms; Bike Rental; Laundry; Pet Friendly,Upper mustang tiji festival trek,trekking; hills; landmarks; mountains; trekking-base; hiking; spiritual,"Mustang Plaza is a eco-lodge in Central Mustang, Mustang. Features include Airport Shuttle, Wake-up Service, Family Rooms, Bike Rental. Close to Upper mustang tiji festival trek.","{""best_time"": ""Oct-Nov"", ""booking_note"": ""Contact hotel for seasonal packages."", ""recommended_for"": [""trekking"", ""hills"", ""landmarks""], ""discounts"": ""10% off on early bird bookings."", ""offers"": ""Best season to book: Spring and Autumn."", ""additional_booking_info"": ""Flexible cancellation up to 24 hours before check-in.""}"
H0146,Siraha Grand Hotel,Siraha,2,Central Siraha,27.675588,85.328329,Lodge,7800-9300 NPR,4.7,3268,Guide Services; Bar; Bonfire; Laundry,Chaudhary Hills,forest hiking; Trekking; trekking-base; wildlife; camping; local Magar culture,"Siraha Grand Hotel is a lodge in Central Siraha, Siraha. Features include Guide Services, Bar, Bonfire, Laundry. Close to Chaudhary Hills.","{""best_time"": ""Sept – Apr"", ""booking_note"": ""Contact hotel for seasonal packages."", ""recommended_for"": [""forest hiking"", ""Trekking"", ""trekking-base""], ""discounts"": ""Seasonal discount available during off-peak months."", ""offers"": ""Best season to book: Spring and Autumn."", ""additional_booking_info"": ""Airport pickup can be arranged on request.""}"
H0147,Lamjung Plaza,Lamjung,4,Central Lamjung,27.690624,85.310953,Resort,1200-3300 NPR,4.4,3774,Swimming Pool; Restaurant; Hiking Tours,Ghalegaun (Homestay Village),community homestays; local food; eco-friendly; Remote Gurung village; romantic; Gurung culture; Annapurna views,"Lamjung Plaza is a resort in Central Lamjung, Lamjung. Features include Swimming Pool, Restaurant, Hiking Tours. Close to Ghalegaun (Homestay Village).","{""best_time"": ""Sept–Apr"", ""booking_note"": ""Contact hotel for seasonal packages."", ""recommended_for"": [""community homestays"", ""local food"", ""eco-friendly""], ""discounts"": ""Group discounts available for 5+ guests."", ""offers"": ""Winter offers the best value deals."", ""additional_booking_info"": ""Airport pickup can be arranged on request.""}"
H0148,Hotel Shanker,Kathmandu,3,Sankhu,27.739665,85.346596,Boutique Hotel,6200-12600 NPR,3.9,3056,Breakfast Included; Family Rooms; Mountain View; Free Parking,Sankhu,sculptures; temple; budget; statues; cultural; luxury,"Hotel Shanker is a boutique hotel in Sankhu, Kathmandu. Features include Breakfast Included, Family Rooms, Mountain View, Free Parking. Close to Sankhu.","{""best_time"": ""All Year"", ""booking_note"": ""Contact hotel for seasonal packages."", ""recommended_for"": [""sculptures"", ""temple"", ""budget""], ""discounts"": ""Book 2 nights and get the 3rd free!"", ""offers"": ""Best to book at least 2 weeks in advance."", ""additional_booking_info"": ""Airport pickup can be arranged on request.""}"
H0149,Jhapa Palace,Jhapa,1,Arjundhara Dham,27.683571,85.310799,Resort,900-7000 NPR,4.7,3469,Bonfire; Airport Shuttle; Free Parking; Family Rooms,Arjundhara Dham,temple; hindu; pond; gurukul; farm; luxury,"Jhapa Palace is a resort in Arjundhara Dham, Jhapa. Features include Bonfire, Airport Shuttle, Free Parking, Family Rooms. Close to Arjundhara Dham.","{""best_time"": ""Oct-Apr"", ""booking_note"": ""Contact hotel for seasonal packages."", ""recommended_for"": [""temple"", ""hindu"", ""pond""], ""discounts"": ""Complimentary breakfast for bookings over 3 nights."", ""offers"": ""Best to book at least 2 weeks in advance."", ""additional_booking_info"": ""Includes optional guided hiking tours.""}"
H0150,Janakpur Inn - 150,Janakpur,2,Ram Mandir,26.702563,85.942802,Budget Hotel,6100-8900 NPR,3.6,4624,Tour Desk; Restaurant; Hiking Tours,Ram Mandir,near-temple; hindu; temple; adventure,"Janakpur Inn - 150 is a budget hotel in Ram Mandir, Janakpur. Features include Tour Desk, Restaurant, Hiking Tours. Close to Ram Mandir.","{""best_time"": ""Oct-Mar"", ""booking_note"": ""Contact hotel for seasonal packages."", ""recommended_for"": [""near-temple"", ""hindu"", ""temple""], ""discounts"": ""20% discount for direct website bookings."", ""offers"": ""Advance booking recommended during festival seasons."", ""additional_booking_info"": ""Flexible cancellation up to 24 hours before check-in.""}"
H0151,Kapilvastu Resort,Kapilvastu,5,Tilaurakot Museum,27.676028,85.315147,Cottage,6800-13600 NPR,4.0,3527,Spa; Free Parking; Laundry; Airport Shuttle; Tour Desk,Tilaurakot Museum,local-experience; romantic; wildlife; sculpture; museum,"Kapilvastu Resort is a cottage in Tilaurakot Museum, Kapilvastu. Features include Spa, Free Parking, Laundry, Airport Shuttle. Close to Tilaurakot Museum.","{""best_time"": ""All Year"", ""booking_note"": ""Contact hotel for seasonal packages."", ""recommended_for"": [""local-experience"", ""romantic"", ""wildlife""], ""discounts"": ""Book 2 nights and get the 3rd free!"", ""offers"": ""Advance booking recommended during festival seasons."", ""additional_booking_info"": ""Includes optional guided hiking tours.""}"
H0152,Lamjung Palace,Lamjung,4,Central Lamjung,27.714871,85.287733,Resort,7200-11600 NPR,4.2,933,Bonfire; Tour Desk; Airport Shuttle; Bike Rental,Jagat,peaceful; trekking; hills; village; hiking,"Lamjung Palace is a resort in Central Lamjung, Lamjung. Features include Bonfire, Tour Desk, Airport Shuttle, Bike Rental. Close to Jagat.","{""best_time"": ""Oct-Mar"", ""booking_note"": ""Contact hotel for seasonal packages."", ""recommended_for"": [""peaceful"", ""trekking"", ""hills""], ""discounts"": ""10% off on early bird bookings."", ""offers"": ""Winter offers the best value deals."", ""additional_booking_info"": ""Flexible cancellation up to 24 hours before check-in.""}"
H0153,Tanahun Plaza - 153,Tanahun,4,Central Tanahun,27.695252,85.302781,Budget Hotel,7000-15300 NPR,4.9,607,Room Service; Airport Shuttle; Free WiFi,Tanahusur Durbar,palace; family-friendly; trekking; near-temple,"Tanahun Plaza - 153 is a budget hotel in Central Tanahun, Tanahun. Features include Room Service, Airport Shuttle, Free WiFi. Close to Tanahusur Durbar.","{""best_time"": ""Oct-Mar"", ""booking_note"": ""Contact hotel for seasonal packages."", ""recommended_for"": [""palace"", ""family-friendly"", ""trekking""], ""discounts"": ""Complimentary breakfast for bookings over 3 nights."", ""offers"": ""Winter offers the best value deals."", ""additional_booking_info"": ""Airport pickup can be arranged on request.""}"
